date,warehouse_id,product_id,units_demanded,units_fulfilled,stockout_flag,ending_inventory
2024-07-21,WH-CENTRAL,PRD-0011,6,6,0,271
2024-07-22,WH-CENTRAL,PRD-0011,5,5,0,266
2024-07-23,WH-CENTRAL,PRD-0011,7,7,0,259
2024-07-24,WH-CENTRAL,PRD-0011,3,3,0,256
2024-07-25,WH-CENTRAL,PRD-0011,3,3,0,253
2024-07-26,WH-CENTRAL,PRD-0011,6,6,0,247
2024-07-27,WH-CENTRAL,PRD-0011,3,3,0,244
2024-07-28,WH-CENTRAL,PRD-0011,4,4,0,240
2024-07-29,WH-CENTRAL,PRD-0011,7,7,0,233
2024-07-30,WH-CENTRAL,PRD-0011,2,2,0,231
2024-07-31,WH-CENTRAL,PRD-0011,5,5,0,226
2024-08-01,WH-CENTRAL,PRD-0011,7,7,0,219
2024-08-02,WH-CENTRAL,PRD-0011,6,6,0,213
2024-08-03,WH-CENTRAL,PRD-0011,4,4,0,209
2024-08-04,WH-CENTRAL,PRD-0011,5,5,0,204
2024-08-05,WH-CENTRAL,PRD-0011,4,4,0,200
2024-08-06,WH-CENTRAL,PRD-0011,6,6,0,194
2024-08-07,WH-CENTRAL,PRD-0011,5,5,0,189
2024-08-08,WH-CENTRAL,PRD-0011,5,5,0,184
2024-08-09,WH-CENTRAL,PRD-0011,6,6,0,178
2024-08-10,WH-CENTRAL,PRD-0011,8,8,0,170
2024-08-11,WH-CENTRAL,PRD-0011,6,6,0,164
2024-08-12,WH-CENTRAL,PRD-0011,8,8,0,156
2024-08-13,WH-CENTRAL,PRD-0011,5,5,0,151
2024-08-14,WH-CENTRAL,PRD-0011,6,6,0,145
2024-08-15,WH-CENTRAL,PRD-0011,5,5,0,140
2024-08-16,WH-CENTRAL,PRD-0011,3,3,0,137
2024-08-17,WH-CENTRAL,PRD-0011,6,6,0,131
2024-08-18,WH-CENTRAL,PRD-0011,4,4,0,127
2024-08-19,WH-CENTRAL,PRD-0011,6,6,0,121
2024-08-20,WH-CENTRAL,PRD-0011,3,3,0,118
2024-08-21,WH-CENTRAL,PRD-0011,6,6,0,112
2024-08-22,WH-CENTRAL,PRD-0011,3,3,0,109
2024-08-23,WH-CENTRAL,PRD-0011,7,7,0,102
2024-08-24,WH-CENTRAL,PRD-0011,5,5,0,97
2024-08-25,WH-CENTRAL,PRD-0011,5,5,0,92
2024-08-26,WH-CENTRAL,PRD-0011,7,7,0,85
2024-08-27,WH-CENTRAL,PRD-0011,5,5,0,80
2024-08-28,WH-CENTRAL,PRD-0011,6,6,0,74
2024-08-29,WH-CENTRAL,PRD-0011,5,5,0,69
2024-08-30,WH-CENTRAL,PRD-0011,6,6,0,63
2024-08-31,WH-CENTRAL,PRD-0011,7,7,0,606
2024-09-01,WH-CENTRAL,PRD-0011,7,7,0,599
2024-09-02,WH-CENTRAL,PRD-0011,5,5,0,594
2024-09-03,WH-CENTRAL,PRD-0011,7,7,0,587
2024-09-04,WH-CENTRAL,PRD-0011,4,4,0,583
2024-09-05,WH-CENTRAL,PRD-0011,4,4,0,579
2024-09-06,WH-CENTRAL,PRD-0011,5,5,0,574
2024-09-07,WH-CENTRAL,PRD-0011,7,7,0,567
2024-09-08,WH-CENTRAL,PRD-0011,4,4,0,563
2024-09-09,WH-CENTRAL,PRD-0011,7,7,0,556
2024-09-10,WH-CENTRAL,PRD-0011,6,6,0,550
2024-09-11,WH-CENTRAL,PRD-0011,5,5,0,545
2024-09-12,WH-CENTRAL,PRD-0011,7,7,0,538
2024-09-13,WH-CENTRAL,PRD-0011,4,4,0,534
2024-09-14,WH-CENTRAL,PRD-0011,9,9,0,525
2024-09-15,WH-CENTRAL,PRD-0011,5,5,0,520
2024-09-16,WH-CENTRAL,PRD-0011,6,6,0,514
2024-09-17,WH-CENTRAL,PRD-0011,8,8,0,506
2024-09-18,WH-CENTRAL,PRD-0011,6,6,0,500
2024-09-19,WH-CENTRAL,PRD-0011,7,7,0,493
2024-09-20,WH-CENTRAL,PRD-0011,3,3,0,490
2024-09-21,WH-CENTRAL,PRD-0011,5,5,0,485
2024-09-22,WH-CENTRAL,PRD-0011,6,6,0,479
2024-09-23,WH-CENTRAL,PRD-0011,7,7,0,472
2024-09-24,WH-CENTRAL,PRD-0011,7,7,0,465
2024-09-25,WH-CENTRAL,PRD-0011,7,7,0,458
2024-09-26,WH-CENTRAL,PRD-0011,7,7,0,451
2024-09-27,WH-CENTRAL,PRD-0011,6,6,0,445
2024-09-28,WH-CENTRAL,PRD-0011,2,2,0,443
2024-09-29,WH-CENTRAL,PRD-0011,8,8,0,435
2024-09-30,WH-CENTRAL,PRD-0011,4,4,0,431
2024-10-01,WH-CENTRAL,PRD-0011,5,5,0,426
2024-10-02,WH-CENTRAL,PRD-0011,5,5,0,421
2024-10-03,WH-CENTRAL,PRD-0011,4,4,0,417
2024-10-04,WH-CENTRAL,PRD-0011,3,3,0,414
2024-10-05,WH-CENTRAL,PRD-0011,1,1,0,413
2024-10-06,WH-CENTRAL,PRD-0011,3,3,0,410
2024-10-07,WH-CENTRAL,PRD-0011,6,6,0,404
2024-10-08,WH-CENTRAL,PRD-0011,2,2,0,402
2024-10-09,WH-CENTRAL,PRD-0011,3,3,0,399
2024-10-10,WH-CENTRAL,PRD-0011,5,5,0,394
2024-10-11,WH-CENTRAL,PRD-0011,3,3,0,391
2024-10-12,WH-CENTRAL,PRD-0011,3,3,0,388
2024-10-13,WH-CENTRAL,PRD-0011,4,4,0,384
2024-10-14,WH-CENTRAL,PRD-0011,5,5,0,379
2024-10-15,WH-CENTRAL,PRD-0011,3,3,0,376
2024-10-16,WH-CENTRAL,PRD-0011,5,5,0,371
2024-10-17,WH-CENTRAL,PRD-0011,5,5,0,366
2024-10-18,WH-CENTRAL,PRD-0011,2,2,0,364
2024-10-19,WH-CENTRAL,PRD-0011,5,5,0,359
2024-10-20,WH-CENTRAL,PRD-0011,3,3,0,356
2024-10-21,WH-CENTRAL,PRD-0011,4,4,0,352
2024-10-22,WH-CENTRAL,PRD-0011,5,5,0,347
2024-10-23,WH-CENTRAL,PRD-0011,4,4,0,343
2024-10-24,WH-CENTRAL,PRD-0011,6,6,0,337
2024-10-25,WH-CENTRAL,PRD-0011,5,5,0,332
2024-10-26,WH-CENTRAL,PRD-0011,6,6,0,326
2024-10-27,WH-CENTRAL,PRD-0011,5,5,0,321
2024-10-28,WH-CENTRAL,PRD-0011,6,6,0,315
2024-10-29,WH-CENTRAL,PRD-0011,5,5,0,310
2024-10-30,WH-CENTRAL,PRD-0011,2,2,0,308
2024-10-31,WH-CENTRAL,PRD-0011,3,3,0,305
2024-11-01,WH-CENTRAL,PRD-0011,7,7,0,298
2024-11-02,WH-CENTRAL,PRD-0011,7,7,0,291
2024-11-03,WH-CENTRAL,PRD-0011,7,7,0,284
2024-11-04,WH-CENTRAL,PRD-0011,6,6,0,278
2024-11-05,WH-CENTRAL,PRD-0011,10,10,0,268
2024-11-06,WH-CENTRAL,PRD-0011,7,7,0,261
2024-11-07,WH-CENTRAL,PRD-0011,7,7,0,254
2024-11-08,WH-CENTRAL,PRD-0011,6,6,0,248
2024-11-09,WH-CENTRAL,PRD-0011,5,5,0,243
2024-11-10,WH-CENTRAL,PRD-0011,7,7,0,236
2024-11-11,WH-CENTRAL,PRD-0011,7,7,0,229
2024-11-12,WH-CENTRAL,PRD-0011,7,7,0,222
2024-11-13,WH-CENTRAL,PRD-0011,9,9,0,213
2024-11-14,WH-CENTRAL,PRD-0011,7,7,0,206
2024-11-15,WH-CENTRAL,PRD-0011,7,7,0,199
2024-11-16,WH-CENTRAL,PRD-0011,8,8,0,191
2024-11-17,WH-CENTRAL,PRD-0011,7,7,0,184
2024-11-18,WH-CENTRAL,PRD-0011,8,8,0,176
2024-11-19,WH-CENTRAL,PRD-0011,5,5,0,171
2024-11-20,WH-CENTRAL,PRD-0011,6,6,0,165
2024-11-21,WH-CENTRAL,PRD-0011,8,8,0,157
2024-11-22,WH-CENTRAL,PRD-0011,8,8,0,149
2024-11-23,WH-CENTRAL,PRD-0011,8,8,0,141
2024-11-24,WH-CENTRAL,PRD-0011,7,7,0,134
2024-11-25,WH-CENTRAL,PRD-0011,7,7,0,127
2024-11-26,WH-CENTRAL,PRD-0011,8,8,0,119
2024-11-27,WH-CENTRAL,PRD-0011,7,7,0,112
2024-11-28,WH-CENTRAL,PRD-0011,7,7,0,105
2024-11-29,WH-CENTRAL,PRD-0011,9,9,0,96
2024-11-30,WH-CENTRAL,PRD-0011,8,8,0,88
2024-12-01,WH-CENTRAL,PRD-0011,9,9,0,79
2024-12-02,WH-CENTRAL,PRD-0011,9,9,0,70
2024-12-03,WH-CENTRAL,PRD-0011,8,8,0,62
2024-12-04,WH-CENTRAL,PRD-0011,10,10,0,52
2024-12-05,WH-CENTRAL,PRD-0011,13,13,0,39
2024-12-06,WH-CENTRAL,PRD-0011,11,11,0,28
2024-12-07,WH-CENTRAL,PRD-0011,8,8,0,20
2024-12-08,WH-CENTRAL,PRD-0011,11,11,0,9
2024-12-09,WH-CENTRAL,PRD-0011,9,9,0,0
2024-12-10,WH-CENTRAL,PRD-0011,10,0,1,0
2024-12-11,WH-CENTRAL,PRD-0011,9,0,1,0
2024-12-12,WH-CENTRAL,PRD-0011,13,0,1,0
2024-12-13,WH-CENTRAL,PRD-0011,8,8,0,542
2024-12-14,WH-CENTRAL,PRD-0011,10,10,0,532
2024-12-15,WH-CENTRAL,PRD-0011,9,9,0,523
2024-12-16,WH-CENTRAL,PRD-0011,11,11,0,512
2024-12-17,WH-CENTRAL,PRD-0011,10,10,0,502
2024-12-18,WH-CENTRAL,PRD-0011,12,12,0,490
2024-12-19,WH-CENTRAL,PRD-0011,11,11,0,479
2024-12-20,WH-CENTRAL,PRD-0011,9,9,0,470
2024-12-21,WH-CENTRAL,PRD-0011,14,14,0,456
2024-12-22,WH-CENTRAL,PRD-0011,11,11,0,445
2024-12-23,WH-CENTRAL,PRD-0011,9,9,0,436
2024-12-24,WH-CENTRAL,PRD-0011,10,10,0,426
2024-12-25,WH-CENTRAL,PRD-0011,11,11,0,415
2024-12-26,WH-CENTRAL,PRD-0011,8,8,0,407
2024-12-27,WH-CENTRAL,PRD-0011,8,8,0,399
2024-12-28,WH-CENTRAL,PRD-0011,8,8,0,391
2024-12-29,WH-CENTRAL,PRD-0011,8,8,0,383
2024-12-30,WH-CENTRAL,PRD-0011,6,6,0,377
2024-12-31,WH-CENTRAL,PRD-0011,10,10,0,367
2025-01-01,WH-CENTRAL,PRD-0011,7,7,0,360
2025-01-02,WH-CENTRAL,PRD-0011,6,6,0,354
2025-01-03,WH-CENTRAL,PRD-0011,4,4,0,350
2025-01-04,WH-CENTRAL,PRD-0011,4,4,0,346
2025-01-05,WH-CENTRAL,PRD-0011,4,4,0,342
2025-01-06,WH-CENTRAL,PRD-0011,4,4,0,338
2025-01-07,WH-CENTRAL,PRD-0011,1,1,0,337
2025-01-08,WH-CENTRAL,PRD-0011,7,7,0,330
2025-01-09,WH-CENTRAL,PRD-0011,6,6,0,324
2025-01-10,WH-CENTRAL,PRD-0011,2,2,0,322
2025-01-11,WH-CENTRAL,PRD-0011,6,6,0,316
2025-01-12,WH-CENTRAL,PRD-0011,4,4,0,312
2025-01-13,WH-CENTRAL,PRD-0011,4,4,0,308
2025-01-14,WH-CENTRAL,PRD-0011,5,5,0,303
2025-01-15,WH-CENTRAL,PRD-0011,2,2,0,301
2025-01-16,WH-CENTRAL,PRD-0011,4,4,0,297
2025-01-17,WH-CENTRAL,PRD-0011,4,4,0,293
2025-01-18,WH-CENTRAL,PRD-0011,4,4,0,289
2025-01-19,WH-CENTRAL,PRD-0011,2,2,0,287
2025-01-20,WH-CENTRAL,PRD-0011,5,5,0,282
2025-01-21,WH-CENTRAL,PRD-0011,6,6,0,276
2025-01-22,WH-CENTRAL,PRD-0011,5,5,0,271
2025-01-23,WH-CENTRAL,PRD-0011,4,4,0,267
2025-01-24,WH-CENTRAL,PRD-0011,8,8,0,259
2025-01-25,WH-CENTRAL,PRD-0011,3,3,0,256
2025-01-26,WH-CENTRAL,PRD-0011,5,5,0,251
2025-01-27,WH-CENTRAL,PRD-0011,5,5,0,246
2025-01-28,WH-CENTRAL,PRD-0011,7,7,0,239
2025-01-29,WH-CENTRAL,PRD-0011,5,5,0,234
2025-01-30,WH-CENTRAL,PRD-0011,5,5,0,229
2025-01-31,WH-CENTRAL,PRD-0011,5,5,0,224
2025-02-01,WH-CENTRAL,PRD-0011,2,2,0,222
2025-02-02,WH-CENTRAL,PRD-0011,2,2,0,220
2025-02-03,WH-CENTRAL,PRD-0011,3,3,0,217
2025-02-04,WH-CENTRAL,PRD-0011,5,5,0,212
2025-02-05,WH-CENTRAL,PRD-0011,4,4,0,208
2025-02-06,WH-CENTRAL,PRD-0011,3,3,0,205
2025-02-07,WH-CENTRAL,PRD-0011,6,6,0,199
2025-02-08,WH-CENTRAL,PRD-0011,0,0,0,199
2025-02-09,WH-CENTRAL,PRD-0011,1,1,0,198
2025-02-10,WH-CENTRAL,PRD-0011,0,0,0,198
2025-02-11,WH-CENTRAL,PRD-0011,5,5,0,193
2025-02-12,WH-CENTRAL,PRD-0011,3,3,0,190
2025-02-13,WH-CENTRAL,PRD-0011,5,5,0,185
2025-02-14,WH-CENTRAL,PRD-0011,3,3,0,182
2025-02-15,WH-CENTRAL,PRD-0011,5,5,0,177
2025-02-16,WH-CENTRAL,PRD-0011,3,3,0,174
2025-02-17,WH-CENTRAL,PRD-0011,4,4,0,170
2025-02-18,WH-CENTRAL,PRD-0011,4,4,0,166
2025-02-19,WH-CENTRAL,PRD-0011,4,4,0,162
2025-02-20,WH-CENTRAL,PRD-0011,3,3,0,159
2025-02-21,WH-CENTRAL,PRD-0011,4,4,0,155
2025-02-22,WH-CENTRAL,PRD-0011,4,4,0,151
2025-02-23,WH-CENTRAL,PRD-0011,3,3,0,148
2025-02-24,WH-CENTRAL,PRD-0011,3,3,0,145
2025-02-25,WH-CENTRAL,PRD-0011,6,6,0,139
2025-02-26,WH-CENTRAL,PRD-0011,3,3,0,136
2025-02-27,WH-CENTRAL,PRD-0011,7,7,0,129
2025-02-28,WH-CENTRAL,PRD-0011,4,4,0,125
2025-03-01,WH-CENTRAL,PRD-0011,4,4,0,121
2025-03-02,WH-CENTRAL,PRD-0011,5,5,0,116
2025-03-03,WH-CENTRAL,PRD-0011,4,4,0,112
2025-03-04,WH-CENTRAL,PRD-0011,6,6,0,106
2025-03-05,WH-CENTRAL,PRD-0011,3,3,0,103
2025-03-06,WH-CENTRAL,PRD-0011,2,2,0,101
2025-03-07,WH-CENTRAL,PRD-0011,5,5,0,96
2025-03-08,WH-CENTRAL,PRD-0011,6,6,0,90
2025-03-09,WH-CENTRAL,PRD-0011,5,5,0,85
2025-03-10,WH-CENTRAL,PRD-0011,5,5,0,80
2025-03-11,WH-CENTRAL,PRD-0011,5,5,0,75
2025-03-12,WH-CENTRAL,PRD-0011,2,2,0,73
2025-03-13,WH-CENTRAL,PRD-0011,5,5,0,68
2025-03-14,WH-CENTRAL,PRD-0011,6,6,0,62
2025-03-15,WH-CENTRAL,PRD-0011,5,5,0,57
2025-03-16,WH-CENTRAL,PRD-0011,2,2,0,55
2025-03-17,WH-CENTRAL,PRD-0011,4,4,0,51
2025-03-18,WH-CENTRAL,PRD-0011,5,5,0,46
2025-03-19,WH-CENTRAL,PRD-0011,7,7,0,589
2025-03-20,WH-CENTRAL,PRD-0011,1,1,0,588
2025-03-21,WH-CENTRAL,PRD-0011,5,5,0,583
2025-03-22,WH-CENTRAL,PRD-0011,3,3,0,580
2025-03-23,WH-CENTRAL,PRD-0011,5,5,0,575
2025-03-24,WH-CENTRAL,PRD-0011,5,5,0,570
2025-03-25,WH-CENTRAL,PRD-0011,4,4,0,566
2025-03-26,WH-CENTRAL,PRD-0011,5,5,0,561
2025-03-27,WH-CENTRAL,PRD-0011,6,6,0,555
2025-03-28,WH-CENTRAL,PRD-0011,4,4,0,551
2025-03-29,WH-CENTRAL,PRD-0011,2,2,0,549
2025-03-30,WH-CENTRAL,PRD-0011,6,6,0,543
2025-03-31,WH-CENTRAL,PRD-0011,6,6,0,537
2025-04-01,WH-CENTRAL,PRD-0011,5,5,0,532
2025-04-02,WH-CENTRAL,PRD-0011,3,3,0,529
2025-04-03,WH-CENTRAL,PRD-0011,6,6,0,523
2025-04-04,WH-CENTRAL,PRD-0011,7,7,0,516
2025-04-05,WH-CENTRAL,PRD-0011,4,4,0,512
2025-04-06,WH-CENTRAL,PRD-0011,4,4,0,508
2025-04-07,WH-CENTRAL,PRD-0011,3,3,0,505
2025-04-08,WH-CENTRAL,PRD-0011,3,3,0,502
2025-04-09,WH-CENTRAL,PRD-0011,3,3,0,499
2025-04-10,WH-CENTRAL,PRD-0011,4,4,0,495
2025-04-11,WH-CENTRAL,PRD-0011,4,4,0,491
2025-04-12,WH-CENTRAL,PRD-0011,5,5,0,486
2025-04-13,WH-CENTRAL,PRD-0011,3,3,0,483
2025-04-14,WH-CENTRAL,PRD-0011,4,4,0,479
2025-04-15,WH-CENTRAL,PRD-0011,3,3,0,476
2025-04-16,WH-CENTRAL,PRD-0011,5,5,0,471
2025-04-17,WH-CENTRAL,PRD-0011,2,2,0,469
2025-04-18,WH-CENTRAL,PRD-0011,5,5,0,464
2025-04-19,WH-CENTRAL,PRD-0011,4,4,0,460
2025-04-20,WH-CENTRAL,PRD-0011,5,5,0,455
2025-04-21,WH-CENTRAL,PRD-0011,2,2,0,453
2025-04-22,WH-CENTRAL,PRD-0011,5,5,0,448
2025-04-23,WH-CENTRAL,PRD-0011,4,4,0,444
2025-04-24,WH-CENTRAL,PRD-0011,5,5,0,439
2025-04-25,WH-CENTRAL,PRD-0011,1,1,0,438
2025-04-26,WH-CENTRAL,PRD-0011,2,2,0,436
2025-04-27,WH-CENTRAL,PRD-0011,4,4,0,432
2025-04-28,WH-CENTRAL,PRD-0011,6,6,0,426
2025-04-29,WH-CENTRAL,PRD-0011,5,5,0,421
2025-04-30,WH-CENTRAL,PRD-0011,4,4,0,417
2025-05-01,WH-CENTRAL,PRD-0011,3,3,0,414
2025-05-02,WH-CENTRAL,PRD-0011,3,3,0,411
2025-05-03,WH-CENTRAL,PRD-0011,5,5,0,406
2025-05-04,WH-CENTRAL,PRD-0011,5,5,0,401
2025-05-05,WH-CENTRAL,PRD-0011,5,5,0,396
2025-05-06,WH-CENTRAL,PRD-0011,7,7,0,389
2025-05-07,WH-CENTRAL,PRD-0011,3,3,0,386
2025-05-08,WH-CENTRAL,PRD-0011,5,5,0,381
2025-05-09,WH-CENTRAL,PRD-0011,2,2,0,379
2025-05-10,WH-CENTRAL,PRD-0011,5,5,0,374
2025-05-11,WH-CENTRAL,PRD-0011,7,7,0,367
2025-05-12,WH-CENTRAL,PRD-0011,3,3,0,364
2025-05-13,WH-CENTRAL,PRD-0011,6,6,0,358
2025-05-14,WH-CENTRAL,PRD-0011,6,6,0,352
2025-05-15,WH-CENTRAL,PRD-0011,3,3,0,349
2025-05-16,WH-CENTRAL,PRD-0011,5,5,0,344
2025-05-17,WH-CENTRAL,PRD-0011,7,7,0,337
2025-05-18,WH-CENTRAL,PRD-0011,5,5,0,332
2025-05-19,WH-CENTRAL,PRD-0011,5,5,0,327
2025-05-20,WH-CENTRAL,PRD-0011,2,2,0,325
2025-05-21,WH-CENTRAL,PRD-0011,5,5,0,320
2025-05-22,WH-CENTRAL,PRD-0011,5,5,0,315
2025-05-23,WH-CENTRAL,PRD-0011,2,2,0,313
2025-05-24,WH-CENTRAL,PRD-0011,3,3,0,310
2025-05-25,WH-CENTRAL,PRD-0011,5,5,0,305
2025-05-26,WH-CENTRAL,PRD-0011,4,4,0,301
2025-05-27,WH-CENTRAL,PRD-0011,6,6,0,295
2025-05-28,WH-CENTRAL,PRD-0011,5,5,0,290
2025-05-29,WH-CENTRAL,PRD-0011,4,4,0,286
2025-05-30,WH-CENTRAL,PRD-0011,4,4,0,282
2025-05-31,WH-CENTRAL,PRD-0011,5,5,0,277
2025-06-01,WH-CENTRAL,PRD-0011,6,6,0,271
2025-06-02,WH-CENTRAL,PRD-0011,5,5,0,266
2025-06-03,WH-CENTRAL,PRD-0011,4,4,0,262
2025-06-04,WH-CENTRAL,PRD-0011,6,6,0,256
2025-06-05,WH-CENTRAL,PRD-0011,5,5,0,251
2025-06-06,WH-CENTRAL,PRD-0011,5,5,0,246
2025-06-07,WH-CENTRAL,PRD-0011,4,4,0,242
2025-06-08,WH-CENTRAL,PRD-0011,5,5,0,237
2025-06-09,WH-CENTRAL,PRD-0011,2,2,0,235
2025-06-10,WH-CENTRAL,PRD-0011,5,5,0,230
2025-06-11,WH-CENTRAL,PRD-0011,7,7,0,223
2025-06-12,WH-CENTRAL,PRD-0011,5,5,0,218
2025-06-13,WH-CENTRAL,PRD-0011,4,4,0,214
2025-06-14,WH-CENTRAL,PRD-0011,3,3,0,211
2025-06-15,WH-CENTRAL,PRD-0011,5,5,0,206
2025-06-16,WH-CENTRAL,PRD-0011,4,4,0,202
2025-06-17,WH-CENTRAL,PRD-0011,6,6,0,196
2025-06-18,WH-CENTRAL,PRD-0011,3,3,0,193
2025-06-19,WH-CENTRAL,PRD-0011,4,4,0,189
2025-06-20,WH-CENTRAL,PRD-0011,3,3,0,186
2025-06-21,WH-CENTRAL,PRD-0011,7,7,0,179
2025-06-22,WH-CENTRAL,PRD-0011,4,4,0,175
2025-06-23,WH-CENTRAL,PRD-0011,3,3,0,172
2025-06-24,WH-CENTRAL,PRD-0011,1,1,0,171
2025-06-25,WH-CENTRAL,PRD-0011,3,3,0,168
2025-06-26,WH-CENTRAL,PRD-0011,5,5,0,163
2025-06-27,WH-CENTRAL,PRD-0011,3,3,0,160
2025-06-28,WH-CENTRAL,PRD-0011,3,3,0,157
2025-06-29,WH-CENTRAL,PRD-0011,7,7,0,150
2025-06-30,WH-CENTRAL,PRD-0011,8,8,0,142
2025-07-01,WH-CENTRAL,PRD-0011,6,6,0,136
2025-07-02,WH-CENTRAL,PRD-0011,7,7,0,129
2025-07-03,WH-CENTRAL,PRD-0011,7,7,0,122
2025-07-04,WH-CENTRAL,PRD-0011,8,8,0,114
2025-07-05,WH-CENTRAL,PRD-0011,4,4,0,110
2025-07-06,WH-CENTRAL,PRD-0011,3,3,0,107
2025-07-07,WH-CENTRAL,PRD-0011,7,7,0,100
2025-07-08,WH-CENTRAL,PRD-0011,3,3,0,97
2025-07-09,WH-CENTRAL,PRD-0011,3,3,0,94
2025-07-10,WH-CENTRAL,PRD-0011,3,3,0,91
2025-07-11,WH-CENTRAL,PRD-0011,4,4,0,87
2025-07-12,WH-CENTRAL,PRD-0011,1,1,0,86
2025-07-13,WH-CENTRAL,PRD-0011,2,2,0,84
2025-07-14,WH-CENTRAL,PRD-0011,3,3,0,81
2025-07-15,WH-CENTRAL,PRD-0011,3,3,0,78
2025-07-16,WH-CENTRAL,PRD-0011,6,6,0,622
2025-07-17,WH-CENTRAL,PRD-0011,4,4,0,618
2025-07-18,WH-CENTRAL,PRD-0011,5,5,0,613
2025-07-19,WH-CENTRAL,PRD-0011,5,5,0,608
2025-07-20,WH-CENTRAL,PRD-0011,4,4,0,604
2025-07-21,WH-CENTRAL,PRD-0011,6,6,0,598
2025-07-22,WH-CENTRAL,PRD-0011,5,5,0,593
2025-07-23,WH-CENTRAL,PRD-0011,4,4,0,589
2025-07-24,WH-CENTRAL,PRD-0011,2,2,0,587
2025-07-25,WH-CENTRAL,PRD-0011,5,5,0,582
2025-07-26,WH-CENTRAL,PRD-0011,2,2,0,580
2025-07-27,WH-CENTRAL,PRD-0011,5,5,0,575
2025-07-28,WH-CENTRAL,PRD-0011,4,4,0,571
2025-07-29,WH-CENTRAL,PRD-0011,2,2,0,569
2025-07-30,WH-CENTRAL,PRD-0011,5,5,0,564
2025-07-31,WH-CENTRAL,PRD-0011,5,5,0,559
2025-08-01,WH-CENTRAL,PRD-0011,6,6,0,553
2025-08-02,WH-CENTRAL,PRD-0011,6,6,0,547
2025-08-03,WH-CENTRAL,PRD-0011,5,5,0,542
2025-08-04,WH-CENTRAL,PRD-0011,6,6,0,536
2025-08-05,WH-CENTRAL,PRD-0011,5,5,0,531
2025-08-06,WH-CENTRAL,PRD-0011,4,4,0,527
2025-08-07,WH-CENTRAL,PRD-0011,7,7,0,520
2025-08-08,WH-CENTRAL,PRD-0011,7,7,0,513
2025-08-09,WH-CENTRAL,PRD-0011,7,7,0,506
2025-08-10,WH-CENTRAL,PRD-0011,5,5,0,501
2025-08-11,WH-CENTRAL,PRD-0011,3,3,0,498
2025-08-12,WH-CENTRAL,PRD-0011,8,8,0,490
2025-08-13,WH-CENTRAL,PRD-0011,3,3,0,487
2025-08-14,WH-CENTRAL,PRD-0011,6,6,0,481
2025-08-15,WH-CENTRAL,PRD-0011,9,9,0,472
2025-08-16,WH-CENTRAL,PRD-0011,6,6,0,466
2025-08-17,WH-CENTRAL,PRD-0011,6,6,0,460
2025-08-18,WH-CENTRAL,PRD-0011,6,6,0,454
2025-08-19,WH-CENTRAL,PRD-0011,6,6,0,448
2025-08-20,WH-CENTRAL,PRD-0011,9,9,0,439
2025-08-21,WH-CENTRAL,PRD-0011,4,4,0,435
2025-08-22,WH-CENTRAL,PRD-0011,4,4,0,431
2025-08-23,WH-CENTRAL,PRD-0011,5,5,0,426
2025-08-24,WH-CENTRAL,PRD-0011,8,8,0,418
2025-08-25,WH-CENTRAL,PRD-0011,5,5,0,413
2025-08-26,WH-CENTRAL,PRD-0011,6,6,0,407
2025-08-27,WH-CENTRAL,PRD-0011,7,7,0,400
2025-08-28,WH-CENTRAL,PRD-0011,7,7,0,393
2025-08-29,WH-CENTRAL,PRD-0011,7,7,0,386
2025-08-30,WH-CENTRAL,PRD-0011,8,8,0,378
2025-08-31,WH-CENTRAL,PRD-0011,6,6,0,372
2025-09-01,WH-CENTRAL,PRD-0011,5,5,0,367
2025-09-02,WH-CENTRAL,PRD-0011,6,6,0,361
2025-09-03,WH-CENTRAL,PRD-0011,5,5,0,356
2025-09-04,WH-CENTRAL,PRD-0011,9,9,0,347
2025-09-05,WH-CENTRAL,PRD-0011,5,5,0,342
2025-09-06,WH-CENTRAL,PRD-0011,6,6,0,336
2025-09-07,WH-CENTRAL,PRD-0011,3,3,0,333
2025-09-08,WH-CENTRAL,PRD-0011,6,6,0,327
2025-09-09,WH-CENTRAL,PRD-0011,5,5,0,322
2025-09-10,WH-CENTRAL,PRD-0011,7,7,0,315
2025-09-11,WH-CENTRAL,PRD-0011,7,7,0,308
2025-09-12,WH-CENTRAL,PRD-0011,8,8,0,300
2025-09-13,WH-CENTRAL,PRD-0011,8,8,0,292
2025-09-14,WH-CENTRAL,PRD-0011,5,5,0,287
2025-09-15,WH-CENTRAL,PRD-0011,4,4,0,283
2025-09-16,WH-CENTRAL,PRD-0011,4,4,0,279
2025-09-17,WH-CENTRAL,PRD-0011,6,6,0,273
2025-09-18,WH-CENTRAL,PRD-0011,6,6,0,267
2025-09-19,WH-CENTRAL,PRD-0011,6,6,0,261
2025-09-20,WH-CENTRAL,PRD-0011,5,5,0,256
2025-09-21,WH-CENTRAL,PRD-0011,8,8,0,248
2025-09-22,WH-CENTRAL,PRD-0011,3,3,0,245
2025-09-23,WH-CENTRAL,PRD-0011,5,5,0,240
2025-09-24,WH-CENTRAL,PRD-0011,4,4,0,236
2025-09-25,WH-CENTRAL,PRD-0011,5,5,0,231
2025-09-26,WH-CENTRAL,PRD-0011,7,7,0,224
2025-09-27,WH-CENTRAL,PRD-0011,5,5,0,219
2025-09-28,WH-CENTRAL,PRD-0011,6,6,0,213
2025-09-29,WH-CENTRAL,PRD-0011,7,7,0,206
